GCA_008632655.1,287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
GCA_014847005.1,1971605,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp.,
GCA_014848725.1,1971605,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp.,
GCA_014868745.1,1971605,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp.,
GCA_014868895.1,1971605,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp.,
GCA_014869165.1,1971605,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp.,
GCA_018053495.1,1971605,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp.,
GCA_018377675.1,1971605,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp.,
GCA_019415205.1,1971605,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp.,
GCA_019415225.1,1971605,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp.,
GCA_019415235.1,1971605,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp.,
GCA_019415265.1,1971605,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp.,
GCA_019415355.1,1971605,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp.,
GCA_019425405.1,1971605,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp.,
GCA_019425445.1,1971605,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp.,
GCA_021622065.1,1971605,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp.,
GCA_021636605.1,1971605,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp.,
GCA_008673325.1,1971762,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,Holdemanella sp.,
GCA_016775235.1,1971762,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,Holdemanella sp.,
GCA_008662275.1,1972561,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,,Eggerthellaceae bacterium,
GCA_008667865.1,1972561,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,,Eggerthellaceae bacterium,
GCA_014871515.1,1972561,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,,Eggerthellaceae bacterium,
GCA_014871555.1,1972561,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,,Eggerthellaceae bacterium,
GCA_019410805.1,1972561,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,,Eggerthellaceae bacterium,
GCA_019423865.1,1972561,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,,Eggerthellaceae bacterium,
GCA_019423875.1,1972561,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,,Eggerthellaceae bacterium,
GCA_900758695.1,1972561,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,,Eggerthellaceae bacterium,
GCA_900769045.1,1972561,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,,Eggerthellaceae bacterium,
GCA_902387825.1,1972561,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,,Eggerthellaceae bacterium,
GCA_905202275.1,1972561,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,,Eggerthellaceae bacterium,
GCA_018380995.1,1977087,Bacteria,Proteobacteria,,,,,Proteobacteria bacterium,
GCA_018265755.1,1981025,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella sp.,
GCA_021626825.1,1981025,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella sp.,
GCA_902406105.1,1981036,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Mordavella,uncultured Mordavella sp.,
GCA_002874775.1,1981510,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Monoglobus,Monoglobus pectinilyticus,
GCA_015097455.1,1982626,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibacillus,Faecalibacillus intestinalis,
GCA_015667505.1,1982626,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibacillus,Faecalibacillus intestinalis,
GCA_928721445.1,1982626,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibacillus,Faecalibacillus intestinalis,
GCA_003024675.1,1982628,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibacillus,Faecalibacillus faecis,
GCA_014385275.1,1987501,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Massiliimalia,Massiliimalia timonensis,
GCA_015558275.1,1987501,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Massiliimalia,Massiliimalia timonensis,
GCA_900186585.1,1987501,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Massiliimalia,Massiliimalia timonensis,
GCA_014864625.1,2005360,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Faecalicatena,Faecalicatena sp.,
GCA_017887295.1,2005360,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Faecalicatena,Faecalicatena sp.,
GCA_004552855.1,2011094,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,Coriobacteriaceae bacterium,
GCA_019420325.1,2011094,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,Coriobacteriaceae bacterium,
GCA_019421015.1,2011094,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,Coriobacteriaceae bacterium,
GCA_902362275.1,2011094,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,Coriobacteriaceae bacterium,
GCA_902363945.1,2011094,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,Coriobacteriaceae bacterium,
GCA_902363985.1,2011094,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,Coriobacteriaceae bacterium,
GCA_902364225.1,2011094,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,Coriobacteriaceae bacterium,
GCA_902365045.1,2011094,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,Coriobacteriaceae bacterium,
GCA_905205505.1,2011094,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,Coriobacteriaceae bacterium,
GCA_905209215.1,2011094,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,Coriobacteriaceae bacterium,
GCA_905210095.1,2011094,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,Coriobacteriaceae bacterium,
GCA_002742425.1,2013021,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium sp. N5G01,
GCA_900199515.1,2015901,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Massilicoli,Massilicoli timonensis,
GCA_014870195.1,2021311,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Agathobacter,Agathobacter sp.,
GCA_003150615.1,2021391,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,,,Flavobacteriales bacterium,
GCA_900766715.1,2021391,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,,,Flavobacteriales bacterium,
GCA_002265625.1,2022527,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. 885,
GCA_016297315.1,2023260,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sp.,
GCA_018373955.1,2023260,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sp.,
GCA_021443775.1,2023260,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sp.,
GCA_002251385.1,2024225,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. P5-108,
GCA_900555265.1,2026720,Bacteria,Candidatus Saccharibacteria,,,,,Candidatus Saccharibacteria bacterium,
GCA_900556885.1,2026720,Bacteria,Candidatus Saccharibacteria,,,,,Candidatus Saccharibacteria bacterium,
GCA_905372725.1,2026720,Bacteria,Candidatus Saccharibacteria,,,,,Candidatus Saccharibacteria bacterium,
GCA_918593335.1,2026720,Bacteria,Candidatus Saccharibacteria,,,,,Candidatus Saccharibacteria bacterium,
GCA_918593425.1,2026720,Bacteria,Candidatus Saccharibacteria,,,,,Candidatus Saccharibacteria bacterium,
GCA_021640745.1,2026771,Bacteria,Verrucomicrobia,Opitutae,,,,Opitutae bacterium,
GCA_021641325.1,2026772,Bacteria,Verrucomicrobia,Opitutae,Opitutales,,,Opitutales bacterium,
GCA_900770005.1,2026772,Bacteria,Verrucomicrobia,Opitutae,Opitutales,,,Opitutales bacterium,
GCA_902373615.1,2026794,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,,Sutterellaceae bacterium,
GCA_902374695.1,2026794,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,,Sutterellaceae bacterium,
GCA_905198465.1,2026794,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,,Sutterellaceae bacterium,
GCA_017888865.1,2028282,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp.,
GCA_014845625.1,2030927,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidales bacterium,
GCA_016297615.1,2030927,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidales bacterium,
GCA_018381625.1,2030927,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidales bacterium,
GCA_021616595.1,2030927,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidales bacterium,
GCA_021620145.1,2030927,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidales bacterium,
GCA_021620905.1,2030927,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidales bacterium,
GCA_021622305.1,2030927,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidales bacterium,
GCA_021625705.1,2030927,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidales bacterium,
GCA_902363425.1,2030927,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidales bacterium,
GCA_003524165.1,2033407,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella sp.,
GCA_018265885.1,2033407,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella sp.,
GCA_905196625.1,2033642,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Niameybacter,uncultured Niameybacter sp.,
GCA_905197445.1,2039243,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerotignum,uncultured Anaerotignum sp.,
GCA_018365595.1,2040332,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea sp.,
GCA_018369865.1,2040332,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea sp.,
GCA_900103155.1,2041044,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium maltosivorans,
GCA_900289145.1,2041842,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Neobittarella,Neobittarella massiliensis,
GCA_003150375.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_003343525.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_008667735.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_008667845.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_008668215.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_008671505.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_008672195.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_008673055.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_014864295.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_014864345.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_014866845.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_014866865.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_014872635.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_016295165.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_018264835.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_019422565.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_021631865.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900751855.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900753285.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900754185.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900754315.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900754705.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900754775.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900754975.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900755525.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900755885.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900756425.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900756615.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900756905.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900757025.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900757435.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900757895.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900758185.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900758655.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900758965.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900759005.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900759055.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900759185.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900759405.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900759695.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900759945.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900760035.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900760085.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900760145.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900760165.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900760195.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900760265.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900760275.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900760285.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900760305.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900760435.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900760925.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900761045.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900761125.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900761305.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900761605.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900761935.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900762455.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900762635.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900762675.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900762975.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900763005.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900763565.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900763575.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900764095.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900765305.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900765495.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900765695.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900766545.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900766675.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900767235.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900767485.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900767745.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900768355.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900771745.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_900772145.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_902362335.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_902837335.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_902837485.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_905197925.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_928721655.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_928721685.1,2044939,Bacteria,Firmicutes,Clostridia,,,,Clostridia bacterium,
GCA_904374475.1,2048140,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Agathobaculum,uncultured Agathobaculum sp.,
GCA_018377765.1,2049024,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus sp.,
GCA_014867505.1,2049027,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger sp.,
GCA_014867515.1,2049027,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger sp.,
GCA_014867575.1,2049027,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger sp.,
GCA_014867805.1,2049027,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger sp.,
GCA_014867905.1,2049027,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger sp.,
GCA_014867925.1,2049027,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger sp.,
GCA_014867965.1,2049027,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger sp.,
GCA_014867975.1,2049027,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger sp.,
GCA_014868015.1,2049027,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger sp.,
GCA_019419325.1,2049027,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Gemmiger,Gemmiger sp.,
GCA_003640345.1,2049030,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum sp.,
GCA_014858205.1,2049031,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnospira,Lachnospira sp.,
GCA_014864995.1,2049031,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnospira,Lachnospira sp.,
GCA_018264975.1,2049031,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnospira,Lachnospira sp.,
GCA_018371185.1,2049033,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas sp.,
GCA_019415765.1,2049033,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas sp.,
GCA_016939055.1,2049035,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Mogibacterium,Mogibacterium sp.,
GCA_018363195.1,2049036,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella sp.,
GCA_018366555.1,2049037,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella sp.,
GCA_008667975.1,2049039,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium sp.,
GCA_018380425.1,2049039,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium sp.,
GCA_003491515.1,2049040,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia sp.,
GCA_003543095.1,2049040,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia sp.,
GCA_018364735.1,2049040,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia sp.,
GCA_018366635.1,2049040,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia sp.,
GCA_018366895.1,2049040,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia sp.,
GCA_018368395.1,2049040,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia sp.,
GCA_018374815.1,2049040,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia sp.,
GCA_018377555.1,2049040,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia sp.,
GCA_018379735.1,2049040,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia sp.,
GCA_019411375.1,2049040,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia sp.,
GCA_019411405.1,2049040,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia sp.,
GCA_019411575.1,2049040,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia sp.,
GCA_019418905.1,2049040,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia sp.,
GCA_019421345.1,2049040,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia sp.,
GCA_019424215.1,2049040,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia sp.,
GCA_021620195.1,2049040,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia sp.,
GCA_008673495.1,2049041,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia sp.,
GCA_008673675.1,2049041,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia sp.,
GCA_018377015.1,2049041,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia sp.,
GCA_905206425.1,2049043,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,,Desulfovibrionaceae bacterium,
GCA_018365195.1,2049044,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,Erysipelotrichaceae bacterium,
GCA_018374395.1,2049044,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,Erysipelotrichaceae bacterium,
GCA_018375995.1,2049044,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,Erysipelotrichaceae bacterium,
GCA_900755355.1,2049044,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,Erysipelotrichaceae bacterium,
GCA_900759145.1,2049044,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,Erysipelotrichaceae bacterium,
GCA_900765155.1,2049044,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,Erysipelotrichaceae bacterium,
GCA_902363615.1,2049044,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,Erysipelotrichaceae bacterium,
GCA_902364745.1,2049044,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,Erysipelotrichaceae bacterium,
