run_accession	study_accession	library_name	library_strategy	run_alias	fastq_ftp	sample_alias	sample_title
SRR19065035	PRJNA834801	DP440	WGS	DP440_UAB832_S34_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/035/SRR19065035/SRR19065035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/035/SRR19065035/SRR19065035_2.fastq.gz	DP440	human gut metagenome
SRR19065038	PRJNA834801	DC070	WGS	DC070_S278_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/038/SRR19065038/SRR19065038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/038/SRR19065038/SRR19065038_2.fastq.gz	DC070	human gut metagenome
SRR19064318	PRJNA834801	DP470	WGS	DP470_UAB832_S68_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/018/SRR19064318/SRR19064318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/018/SRR19064318/SRR19064318_2.fastq.gz	DP470	human gut metagenome
SRR19064321	PRJNA834801	DP467	WGS	DP467_UAB832_S66_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/021/SRR19064321/SRR19064321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/021/SRR19064321/SRR19064321_2.fastq.gz	DP467	human gut metagenome
SRR19064323	PRJNA834801	DP466	WGS	DP466_UAB832_S65_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/023/SRR19064323/SRR19064323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/023/SRR19064323/SRR19064323_2.fastq.gz	DP466	human gut metagenome
SRR19064327	PRJNA834801	DP459	WGS	DP459_UAB832_S61_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/027/SRR19064327/SRR19064327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/027/SRR19064327/SRR19064327_2.fastq.gz	DP459	human gut metagenome
SRR19064336	PRJNA834801	DP377	WGS	DP377_UAB832_S60_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/036/SRR19064336/SRR19064336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/036/SRR19064336/SRR19064336_2.fastq.gz	DP377	human gut metagenome
SRR19064337	PRJNA834801	DP376	WGS	DP376_UAB832_S59_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/037/SRR19064337/SRR19064337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/037/SRR19064337/SRR19064337_2.fastq.gz	DP376	human gut metagenome
SRR19064343	PRJNA834801	DP368	WGS	DP368_UAB832_S54_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/043/SRR19064343/SRR19064343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/043/SRR19064343/SRR19064343_2.fastq.gz	DP368	human gut metagenome
SRR19064345	PRJNA834801	DP364	WGS	DP364_UAB832_S52_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/045/SRR19064345/SRR19064345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/045/SRR19064345/SRR19064345_2.fastq.gz	DP364	human gut metagenome
SRR19064350	PRJNA834801	DP262	WGS	DP262_S258_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/050/SRR19064350/SRR19064350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/050/SRR19064350/SRR19064350_2.fastq.gz	DP262	human gut metagenome
SRR19064352	PRJNA834801	DP261	WGS	DP261_S257_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/052/SRR19064352/SRR19064352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/052/SRR19064352/SRR19064352_2.fastq.gz	DP261	human gut metagenome
SRR19064354	PRJNA834801	DP258	WGS	DP258_S255_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064354/SRR19064354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064354/SRR19064354_2.fastq.gz	DP258	human gut metagenome
SRR19064364	PRJNA834801	DP244	WGS	DP244_S242_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/064/SRR19064364/SRR19064364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/064/SRR19064364/SRR19064364_2.fastq.gz	DP244	human gut metagenome
SRR19064365	PRJNA834801	DC060	WGS	DC060_S233_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/065/SRR19064365/SRR19064365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/065/SRR19064365/SRR19064365_2.fastq.gz	DC060	human gut metagenome
SRR19064370	PRJNA834801	DC158	WGS	DC158_S363_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/070/SRR19064370/SRR19064370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/070/SRR19064370/SRR19064370_2.fastq.gz	DC158	human gut metagenome
SRR19064372	PRJNA834801	DC155	WGS	DC155_S361_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/072/SRR19064372/SRR19064372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/072/SRR19064372/SRR19064372_2.fastq.gz	DC155	human gut metagenome
SRR19064373	PRJNA834801	DC159	WGS	DC159_S364_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/073/SRR19064373/SRR19064373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/073/SRR19064373/SRR19064373_2.fastq.gz	DC159	human gut metagenome
SRR19064374	PRJNA834801	DC154	WGS	DC154_S360_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/074/SRR19064374/SRR19064374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/074/SRR19064374/SRR19064374_2.fastq.gz	DC154	human gut metagenome
SRR19064375	PRJNA834801	DC153	WGS	DC153_S359_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/075/SRR19064375/SRR19064375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/075/SRR19064375/SRR19064375_2.fastq.gz	DC153	human gut metagenome
SRR19064377	PRJNA834801	DC151	WGS	DC151_S357_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/077/SRR19064377/SRR19064377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/077/SRR19064377/SRR19064377_2.fastq.gz	DC151	human gut metagenome
SRR19064379	PRJNA834801	DC016	WGS	DC016_S92_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/079/SRR19064379/SRR19064379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/079/SRR19064379/SRR19064379_2.fastq.gz	DC016	human gut metagenome
SRR19064383	PRJNA834801	DC145	WGS	DC145_S351_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/083/SRR19064383/SRR19064383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/083/SRR19064383/SRR19064383_2.fastq.gz	DC145	human gut metagenome
SRR19064395	PRJNA834801	DP103	WGS	DP103_S102_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/095/SRR19064395/SRR19064395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/095/SRR19064395/SRR19064395_2.fastq.gz	DP103	human gut metagenome
SRR19064401	PRJNA834801	DP095	WGS	DP095_S94_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/001/SRR19064401/SRR19064401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/001/SRR19064401/SRR19064401_2.fastq.gz	DP095	human gut metagenome
SRR19064402	PRJNA834801	DP092	WGS	DP092_S91_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/002/SRR19064402/SRR19064402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/002/SRR19064402/SRR19064402_2.fastq.gz	DP092	human gut metagenome
SRR19064403	PRJNA834801	DC041	WGS	DC041_S189_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/003/SRR19064403/SRR19064403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/003/SRR19064403/SRR19064403_2.fastq.gz	DC041	human gut metagenome
SRR19064416	PRJNA834801	DC037	WGS	DC037_S167_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/016/SRR19064416/SRR19064416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/016/SRR19064416/SRR19064416_2.fastq.gz	DC037	human gut metagenome
SRR19064418	PRJNA834801	DP058	WGS	DP058_S58_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/018/SRR19064418/SRR19064418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/018/SRR19064418/SRR19064418_2.fastq.gz	DP058	human gut metagenome
SRR19064419	PRJNA834801	DP054	WGS	DP054_S54_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/019/SRR19064419/SRR19064419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/019/SRR19064419/SRR19064419_2.fastq.gz	DP054	human gut metagenome
SRR19064422	PRJNA834801	DP050	WGS	DP050_S50_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/022/SRR19064422/SRR19064422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/022/SRR19064422/SRR19064422_2.fastq.gz	DP050	human gut metagenome
SRR19064428	PRJNA834801	DC036	WGS	DC036_S162_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/028/SRR19064428/SRR19064428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/028/SRR19064428/SRR19064428_2.fastq.gz	DC036	human gut metagenome
SRR19064429	PRJNA834801	DP043	WGS	DP043_S43_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19064429/SRR19064429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19064429/SRR19064429_2.fastq.gz	DP043	human gut metagenome
SRR19064433	PRJNA834801	DC203	WGS	DC203_UAB832_S38_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/033/SRR19064433/SRR19064433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/033/SRR19064433/SRR19064433_2.fastq.gz	DC203	human gut metagenome
SRR19064434	PRJNA834801	DC202	WGS	DC202_UAB832_S93_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064434/SRR19064434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064434/SRR19064434_2.fastq.gz	DC202	human gut metagenome
SRR19064436	PRJNA834801	DC200	WGS	DC200_UAB832_S91_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/036/SRR19064436/SRR19064436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/036/SRR19064436/SRR19064436_2.fastq.gz	DC200	human gut metagenome
SRR19064437	PRJNA834801	DC199	WGS	DC199_UAB832_S90_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/037/SRR19064437/SRR19064437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/037/SRR19064437/SRR19064437_2.fastq.gz	DC199	human gut metagenome
SRR19064438	PRJNA834801	DC198	WGS	DC198_UAB832_S89_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/038/SRR19064438/SRR19064438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/038/SRR19064438/SRR19064438_2.fastq.gz	DC198	human gut metagenome
SRR19064440	PRJNA834801	DC196	WGS	DC196_UAB832_S88_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/040/SRR19064440/SRR19064440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/040/SRR19064440/SRR19064440_2.fastq.gz	DC196	human gut metagenome
SRR19064443	PRJNA834801	DC193	WGS	DC193_UAB832_S85_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/043/SRR19064443/SRR19064443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/043/SRR19064443/SRR19064443_2.fastq.gz	DC193	human gut metagenome
SRR19064444	PRJNA834801	DC189	WGS	DC189_UAB832_S70_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/044/SRR19064444/SRR19064444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/044/SRR19064444/SRR19064444_2.fastq.gz	DC189	human gut metagenome
SRR19064445	PRJNA834801	DC188	WGS	DC188_UAB832_S69_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/045/SRR19064445/SRR19064445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/045/SRR19064445/SRR19064445_2.fastq.gz	DC188	human gut metagenome
SRR19064446	PRJNA834801	DC187	WGS	DC187_UAB832_S68_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/046/SRR19064446/SRR19064446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/046/SRR19064446/SRR19064446_2.fastq.gz	DC187	human gut metagenome
SRR19064447	PRJNA834801	DC186	WGS	DC186_UAB832_S67_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/047/SRR19064447/SRR19064447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/047/SRR19064447/SRR19064447_2.fastq.gz	DC186	human gut metagenome
SRR19064450	PRJNA834801	DC019	WGS	DC019_S101_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/050/SRR19064450/SRR19064450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/050/SRR19064450/SRR19064450_2.fastq.gz	DC019	human gut metagenome
SRR19064454	PRJNA834801	DC001	WGS	DC001_S10_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064454/SRR19064454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064454/SRR19064454_2.fastq.gz	DC001	human gut metagenome
SRR19064456	PRJNA834801	DP606	WGS	DP606_UAB832_S22_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/056/SRR19064456/SRR19064456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/056/SRR19064456/SRR19064456_2.fastq.gz	DP606	human gut metagenome
SRR19064458	PRJNA834801	DP604	WGS	DP604_UAB832_S20_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/058/SRR19064458/SRR19064458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/058/SRR19064458/SRR19064458_2.fastq.gz	DP604	human gut metagenome
SRR19064463	PRJNA834801	DP600	WGS	DP600_UAB832_S16_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/063/SRR19064463/SRR19064463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/063/SRR19064463/SRR19064463_2.fastq.gz	DP600	human gut metagenome
SRR19064468	PRJNA834801	DP594	WGS	DP594_UAB832_S11_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/068/SRR19064468/SRR19064468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/068/SRR19064468/SRR19064468_2.fastq.gz	DP594	human gut metagenome
SRR19064469	PRJNA834801	DP593	WGS	DP593_UAB832_S10_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/069/SRR19064469/SRR19064469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/069/SRR19064469/SRR19064469_2.fastq.gz	DP593	human gut metagenome
SRR19064474	PRJNA834801	DP587	WGS	DP587_UAB832_S6_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/074/SRR19064474/SRR19064474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/074/SRR19064474/SRR19064474_2.fastq.gz	DP587	human gut metagenome
SRR19064476	PRJNA834801	DP533	WGS	DP533_UAB832_S40_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/076/SRR19064476/SRR19064476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/076/SRR19064476/SRR19064476_2.fastq.gz	DP533	human gut metagenome
SRR19064482	PRJNA834801	DP525	WGS	DP525_UAB832V2_S96_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/082/SRR19064482/SRR19064482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/082/SRR19064482/SRR19064482_2.fastq.gz	DP525	human gut metagenome
SRR19064486	PRJNA834801	DP520	WGS	DP520_UAB832_S32_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/086/SRR19064486/SRR19064486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/086/SRR19064486/SRR19064486_2.fastq.gz	DP520	human gut metagenome
SRR19064490	PRJNA834801	DP514	WGS	DP514_UAB832_S28_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/090/SRR19064490/SRR19064490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/090/SRR19064490/SRR19064490_2.fastq.gz	DP514	human gut metagenome
SRR19064491	PRJNA834801	DP513	WGS	DP513_UAB832_S27_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/091/SRR19064491/SRR19064491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/091/SRR19064491/SRR19064491_2.fastq.gz	DP513	human gut metagenome
SRR19064493	PRJNA834801	DP509	WGS	DP509_UAB832_S25_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/093/SRR19064493/SRR19064493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/093/SRR19064493/SRR19064493_2.fastq.gz	DP509	human gut metagenome
SRR19064501	PRJNA834801	DP430	WGS	DP430_UAB832_S26_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/001/SRR19064501/SRR19064501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/001/SRR19064501/SRR19064501_2.fastq.gz	DP430	human gut metagenome
SRR19064505	PRJNA834801	DP424	WGS	DP424_UAB832_S23_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/005/SRR19064505/SRR19064505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/005/SRR19064505/SRR19064505_2.fastq.gz	DP424	human gut metagenome
SRR19064507	PRJNA834801	DP422	WGS	DP422_UAB832_S21_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/007/SRR19064507/SRR19064507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/007/SRR19064507/SRR19064507_2.fastq.gz	DP422	human gut metagenome
SRR19064508	PRJNA834801	DP420	WGS	DP420_UAB832_S20_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/008/SRR19064508/SRR19064508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/008/SRR19064508/SRR19064508_2.fastq.gz	DP420	human gut metagenome
SRR19064518	PRJNA834801	DP336	WGS	DP336_UAB832_S19_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/018/SRR19064518/SRR19064518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/018/SRR19064518/SRR19064518_2.fastq.gz	DP336	human gut metagenome
SRR19064519	PRJNA834801	DC068	WGS	DC068_S276_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/019/SRR19064519/SRR19064519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/019/SRR19064519/SRR19064519_2.fastq.gz	DC068	human gut metagenome
SRR19064521	PRJNA834801	DP334	WGS	DP334_UAB832_S17_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/021/SRR19064521/SRR19064521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/021/SRR19064521/SRR19064521_2.fastq.gz	DP334	human gut metagenome
SRR19064523	PRJNA834801	DP332	WGS	DP332_UAB832_S15_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/023/SRR19064523/SRR19064523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/023/SRR19064523/SRR19064523_2.fastq.gz	DP332	human gut metagenome
SRR19064528	PRJNA834801	DP328	WGS	DP328_UAB832_S13_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/028/SRR19064528/SRR19064528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/028/SRR19064528/SRR19064528_2.fastq.gz	DP328	human gut metagenome
SRR19064530	PRJNA834801	DC067	WGS	DC067_S275_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/030/SRR19064530/SRR19064530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/030/SRR19064530/SRR19064530_2.fastq.gz	DC067	human gut metagenome
SRR19064531	PRJNA834801	DP322	WGS	DP322_UAB832_S8_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/031/SRR19064531/SRR19064531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/031/SRR19064531/SRR19064531_2.fastq.gz	DP322	human gut metagenome
SRR19064534	PRJNA834801	DP319	WGS	DP319_UAB832_S5_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064534/SRR19064534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064534/SRR19064534_2.fastq.gz	DP319	human gut metagenome
SRR19064541	PRJNA834801	DP407	WGS	DP407_UAB832_S9_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/041/SRR19064541/SRR19064541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/041/SRR19064541/SRR19064541_2.fastq.gz	DP407	human gut metagenome
SRR19064542	PRJNA834801	DP406	WGS	DP406_UAB832_S8_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/042/SRR19064542/SRR19064542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/042/SRR19064542/SRR19064542_2.fastq.gz	DP406	human gut metagenome
SRR19064543	PRJNA834801	DP405	WGS	DP405_UAB832_S7_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/043/SRR19064543/SRR19064543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/043/SRR19064543/SRR19064543_2.fastq.gz	DP405	human gut metagenome
SRR19064544	PRJNA834801	DP404	WGS	DP404_UAB832_S6_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/044/SRR19064544/SRR19064544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/044/SRR19064544/SRR19064544_2.fastq.gz	DP404	human gut metagenome
SRR19064545	PRJNA834801	DP402	WGS	DP402_UAB832_S5_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/045/SRR19064545/SRR19064545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/045/SRR19064545/SRR19064545_2.fastq.gz	DP402	human gut metagenome
SRR19064547	PRJNA834801	DP401	WGS	DP401_UAB832_S4_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/047/SRR19064547/SRR19064547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/047/SRR19064547/SRR19064547_2.fastq.gz	DP401	human gut metagenome
SRR19064556	PRJNA834801	DP391	WGS	DP391_UAB832_S79_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/056/SRR19064556/SRR19064556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/056/SRR19064556/SRR19064556_2.fastq.gz	DP391	human gut metagenome
SRR19064560	PRJNA834801	DP310	WGS	DP310_S378_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/060/SRR19064560/SRR19064560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/060/SRR19064560/SRR19064560_2.fastq.gz	DP310	human gut metagenome
SRR19064563	PRJNA834801	DP312	WGS	DP312_UAB832_S1_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/063/SRR19064563/SRR19064563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/063/SRR19064563/SRR19064563_2.fastq.gz	DP312	human gut metagenome
SRR19064565	PRJNA834801	DP307	WGS	DP307_S375_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/065/SRR19064565/SRR19064565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/065/SRR19064565/SRR19064565_2.fastq.gz	DP307	human gut metagenome
SRR19064570	PRJNA834801	DP300	WGS	DP300_S349_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/070/SRR19064570/SRR19064570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/070/SRR19064570/SRR19064570_2.fastq.gz	DP300	human gut metagenome
SRR19064576	PRJNA834801	DP294	WGS	DP294_S336_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/076/SRR19064576/SRR19064576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/076/SRR19064576/SRR19064576_2.fastq.gz	DP294	human gut metagenome
